iteration dataset variable_type variable_source variable_name spatial_frequency_bin spatial_region MSAV PSD MAV R
0 train anatomy model a_pred all all "<xarray.DataArray 'anatomy' ()> Size: 8B
array(0.)
7 train anatomy reference a_true all 3   0.0 
7 train anatomy reference a_true all 4   0.0 
7 train anatomy reference a_true all 5   0.0 
7 train "wave field" model u_pred all all "<xarray.DataArray 'wave field' ()> Size: 8B
array(0.00057554)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'u_pred'"   "<xarray.DataArray 'wave field' ()> Size: 8B
array(0.69310005)
Coordinates:
    frequency  int32 4B 90"
7 train "wave field" model u_pred 1.0 all    
7 train "wave field" model u_pred 2.0 all  0.07604790205448422  
7 train "wave field" model u_pred 3.0 all  0.0011043050260745178  
7 train "wave field" model u_pred 4.0 all  0.007507128033261813  
7 train "wave field" model u_pred 5.0 all  9.077183710266834e-05  
7 train "wave field" model u_pred 6.0 all  0.0011054063466296017  
7 train "wave field" model u_pred 7.0 all  2.3496341232644324e-05  
7 train "wave field" model u_pred 8.0 all  0.00037175872390037684  
7 train "wave field" model u_pred 9.0 all  9.961425146762139e-06  
7 train "wave field" model u_pred 10.0 all  8.121637968385757e-06  
7 train "wave field" model u_pred all 1   0.0031131944808455506 
7 train "wave field" model u_pred all 2   0.0019668420966410275 
7 train "wave field" model u_pred all 3   0.001413859993452607 
7 train "wave field" model u_pred all 4   0.0017618512381214549 
7 train "wave field" model u_pred all 5   0.0023131632702591 
7 train "wave field" residual u_diff all all "<xarray.DataArray 'wave field' ()> Size: 8B
array(0.00057419)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'u_diff'"   
7 train "wave field" residual u_diff 1.0 all    
7 train "wave field" residual u_diff 2.0 all  0.07654927422523879  
7 train "wave field" residual u_diff 3.0 all  0.0008987544195440618  
7 train "wave field" residual u_diff 4.0 all  0.00747129877122698  
7 train "wave field" residual u_diff 5.0 all  7.73926346956435e-05  
7 train "wave field" residual u_diff 6.0 all  0.0010995374153829562  
7 train "wave field" residual u_diff 7.0 all  2.024064376933239e-05  
7 train "wave field" residual u_diff 8.0 all  0.00036969567424400814  
7 train "wave field" residual u_diff 9.0 all  8.61810342851046e-06  
7 train "wave field" residual u_diff 10.0 all  7.007736940981757e-06  
7 train "wave field" residual u_diff all 1   0.0030884708573233506 
7 train "wave field" residual u_diff all 2   0.00205121608384797 
7 train "wave field" residual u_diff all 3   0.0013736638697754151 
7 train "wave field" residual u_diff all 4   0.0015398725980745186 
7 train "wave field" residual u_diff all 5   0.002120370788968317 
7 train "wave field" reference u_true all all "<xarray.DataArray 'wave field' ()> Size: 8B
array(8.17413279e-06)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'u_true'"   
7 train "wave field" reference u_true 1.0 all    
7 train "wave field" reference u_true 2.0 all  0.0018081447307282212  
7 train "wave field" reference u_true 3.0 all  3.0008013650165038e-05  
7 train "wave field" reference u_true 4.0 all  3.792388045034782e-06  
7 train "wave field" reference u_true 5.0 all  1.0333118454197226e-06  
7 train "wave field" reference u_true 6.0 all  5.050347507677982e-07  
7 train "wave field" reference u_true 7.0 all  2.2741668070694143e-07  
7 train "wave field" reference u_true 8.0 all  1.7024252778784642e-07  
7 train "wave field" reference u_true 9.0 all  9.158695211661493e-08  
7 train "wave field" reference u_true 10.0 all  7.510692448230837e-08  
7 train "wave field" reference u_true all 1   0.00032224968900347985 
7 train "wave field" reference u_true all 2   0.0001823475253163132 
7 train "wave field" reference u_true all 3   0.0004966109203225826 
7 train "wave field" reference u_true all 4   0.00044916638242921127 
7 train "wave field" reference u_true all 5   0.0002947008513400737 
7 train Laplacian model lu_pred all all "<xarray.DataArray 'Laplacian' ()> Size: 8B
array(22788.4036915)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'lu_pred'"   "<xarray.DataArray 'Laplacian' ()> Size: 8B
array(0.58145547)
Coordinates:
    frequency  int32 4B 90"
7 train Laplacian model lu_pred 1.0 all    
7 train Laplacian model lu_pred 2.0 all  1438095.9629650847  
7 train Laplacian model lu_pred 3.0 all  15418.560953608852  
7 train Laplacian model lu_pred 4.0 all  504833.36414350604  
7 train Laplacian model lu_pred 5.0 all  4527.448398672502  
7 train Laplacian model lu_pred 6.0 all  121048.27523844427  
7 train Laplacian model lu_pred 7.0 all  1553.9883956942062  
7 train Laplacian model lu_pred 8.0 all  17890.237722234833  
7 train Laplacian model lu_pred 9.0 all  663.4009437382257  
7 train Laplacian model lu_pred 10.0 all  302.23315667960935  
7 train Laplacian model lu_pred all 1   17.8149979578899 
7 train Laplacian model lu_pred all 2   18.86331938171825 
7 train Laplacian model lu_pred all 3   16.03907040490388 
7 train Laplacian model lu_pred all 4   20.440117616735883 
7 train Laplacian model lu_pred all 5   25.87803514464551 
7 train Laplacian residual lu_diff all all "<xarray.DataArray 'Laplacian' ()> Size: 8B
array(99420.81036481)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'lu_diff'"   
7 train Laplacian residual lu_diff 1.0 all    
7 train Laplacian residual lu_diff 2.0 all  18108435.86146163  
7 train Laplacian residual lu_diff 3.0 all  381044.15902613767  
7 train Laplacian residual lu_diff 4.0 all  548377.6303198424  
7 train Laplacian residual lu_diff 5.0 all  17039.46561544791  
7 train Laplacian residual lu_diff 6.0 all  125608.03040436478  
7 train Laplacian residual lu_diff 7.0 all  4109.836364920471  
7 train Laplacian residual lu_diff 8.0 all  19818.952366472313  
7 train Laplacian residual lu_diff 9.0 all  1952.1874378415814  
7 train Laplacian residual lu_diff 10.0 all  1379.358500757527  
7 train Laplacian residual lu_diff all 1   21.99485641247191 
7 train Laplacian residual lu_diff all 2   19.25857735519523 
7 train Laplacian residual lu_diff all 3   17.72867022655658 
7 train Laplacian residual lu_diff all 4   21.549408350092257 
7 train Laplacian residual lu_diff all 5   22.74385302159638 
7 train Laplacian reference Lu_true all all "<xarray.DataArray 'Laplacian' ()> Size: 8B
array(77227.78728441)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'Lu_true'"   
7 train Laplacian reference Lu_true 1.0 all    
7 train Laplacian reference Lu_true 2.0 all  16764296.601907128  
7 train Laplacian reference Lu_true 3.0 all  384698.71037239535  
7 train Laplacian reference Lu_true 4.0 all  44354.63006636809  
7 train Laplacian reference Lu_true 5.0 all  12922.812095501875  
7 train Laplacian reference Lu_true 6.0 all  4627.898005228037  
7 train Laplacian reference Lu_true 7.0 all  2607.952916773148  
7 train Laplacian reference Lu_true 8.0 all  1919.1599351332718  
7 train Laplacian reference Lu_true 9.0 all  1346.1640571232067  
7 train Laplacian reference Lu_true 10.0 all  1132.5993493290525  
7 train Laplacian reference Lu_true all 1   12.51688793914196 
7 train Laplacian reference Lu_true all 2   3.745669203795787 
7 train Laplacian reference Lu_true all 3   6.687161882960564 
7 train Laplacian reference Lu_true all 4   11.790114119299055 
7 train Laplacian reference Lu_true all 5   12.181949943004938 
7 train PDE model pde_grad all all "<xarray.DataArray 'PDE' ()> Size: 8B
array(0.)
Coordinates:
    frequency  int32 4B 90
    variable   <U8 32B 'pde_grad'"   "<xarray.DataArray 'PDE' ()> Size: 8B
array(nan)
Coordinates:
    frequency  int32 4B 90"
7 train PDE model pde_grad 1.0 all    
7 train PDE model pde_grad 2.0 all  0.0  
7 train PDE model pde_grad 3.0 all  0.0  
7 train PDE model pde_grad 4.0 all  0.0  
7 train PDE model pde_grad 5.0 all  0.0  
7 train PDE model pde_grad 6.0 all  0.0  
7 train PDE model pde_grad 7.0 all  0.0  
7 train PDE model pde_grad 8.0 all  0.0  
7 train PDE model pde_grad 9.0 all  0.0  
7 train PDE model pde_grad 10.0 all  0.0  
7 train PDE model pde_grad all 1   0.0 
7 train PDE model pde_grad all 2   0.0 
7 train PDE model pde_grad all 3   0.0 
7 train PDE model pde_grad all 4   0.0 
7 train PDE model pde_grad all 5   0.0 
7 train PDE residual pde_diff all all "<xarray.DataArray 'PDE' ()> Size: 8B
array(1.05416253e+08)
Coordinates:
    frequency  int32 4B 90
    variable   <U8 32B 'pde_diff'"   
7 train PDE residual pde_diff 1.0 all    
7 train PDE residual pde_diff 2.0 all  9466088073.031233  
7 train PDE residual pde_diff 3.0 all  211528600.75700954  
7 train PDE residual pde_diff 4.0 all  1128970613.8617857  
7 train PDE residual pde_diff 5.0 all  29253861.694221266  
7 train PDE residual pde_diff 6.0 all  472255105.05223453  
7 train PDE residual pde_diff 7.0 all  11802626.094244845  
7 train PDE residual pde_diff 8.0 all  131081669.1509541  
7 train PDE residual pde_diff 9.0 all  10408603.378371345  
7 train PDE residual pde_diff 10.0 all  2411686.796221696  
7 train PDE residual pde_diff all 1   7333.420361001917 
7 train PDE residual pde_diff all 2   7584.769855145554 
7 train PDE residual pde_diff all 3   7486.343429316707 
7 train PDE residual pde_diff all 4   10024.899752177153 
7 train PDE residual pde_diff all 5   8910.670561124967 
7 train PDE reference mu_diff all all "<xarray.DataArray 'PDE' ()> Size: 8B
array(1.05416253e+08)
Coordinates:
    frequency  int32 4B 90
    variable   <U8 32B 'mu_diff'"   
7 train PDE reference mu_diff 1.0 all    
7 train PDE reference mu_diff 2.0 all  9466088073.031233  
7 train PDE reference mu_diff 3.0 all  211528600.75700954  
7 train PDE reference mu_diff 4.0 all  1128970613.8617857  
7 train PDE reference mu_diff 5.0 all  29253861.694221266  
7 train PDE reference mu_diff 6.0 all  472255105.05223453  
7 train PDE reference mu_diff 7.0 all  11802626.094244845  
7 train PDE reference mu_diff 8.0 all  131081669.1509541  
7 train PDE reference mu_diff 9.0 all  10408603.378371345  
7 train PDE reference mu_diff 10.0 all  2411686.796221696  
7 train PDE reference mu_diff all 1   7333.420361001917 
7 train PDE reference mu_diff all 2   7584.769855145554 
7 train PDE reference mu_diff all 3   7486.343429316707 
7 train PDE reference mu_diff all 4   10024.899752177153 
7 train PDE reference mu_diff all 5   8910.670561124967 
7 train elastogram model mu_pred all all "<xarray.DataArray 'elastogram' ()> Size: 8B
array(1.14613811e+08)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'mu_pred'"   "<xarray.DataArray 'elastogram' ()> Size: 8B
array(-0.05005621)
Coordinates:
    frequency  int32 4B 90"
7 train elastogram model mu_pred 1.0 all    
7 train elastogram model mu_pred 2.0 all  11730089251.688963  
7 train elastogram model mu_pred 3.0 all  180780685.74401888  
7 train elastogram model mu_pred 4.0 all  1122856128.1743286  
7 train elastogram model mu_pred 5.0 all  28070118.349365786  
7 train elastogram model mu_pred 6.0 all  471274564.4110401  
7 train elastogram model mu_pred 7.0 all  11435644.538681915  
7 train elastogram model mu_pred 8.0 all  130745830.83541484  
7 train elastogram model mu_pred 9.0 all  10226273.802422442  
7 train elastogram model mu_pred 10.0 all  2220691.9502380616  
7 train elastogram model mu_pred all 1   7811.170859067153 
7 train elastogram model mu_pred all 2   7994.0047976951 
7 train elastogram model mu_pred all 3   5785.526408242186 
7 train elastogram model mu_pred all 4   3610.511055963418 
7 train elastogram model mu_pred all 5   7235.727164154727 
7 train elastogram residual mu_diff all all "<xarray.DataArray 'elastogram' ()> Size: 8B
array(1.05416253e+08)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'mu_diff'"   
7 train elastogram residual mu_diff 1.0 all    
7 train elastogram residual mu_diff 2.0 all  9466088073.031233  
7 train elastogram residual mu_diff 3.0 all  211528600.75700954  
7 train elastogram residual mu_diff 4.0 all  1128970613.8617857  
7 train elastogram residual mu_diff 5.0 all  29253861.694221266  
7 train elastogram residual mu_diff 6.0 all  472255105.05223453  
7 train elastogram residual mu_diff 7.0 all  11802626.094244845  
7 train elastogram residual mu_diff 8.0 all  131081669.1509541  
7 train elastogram residual mu_diff 9.0 all  10408603.378371345  
7 train elastogram residual mu_diff 10.0 all  2411686.796221696  
7 train elastogram residual mu_diff all 1   7333.420361001917 
7 train elastogram residual mu_diff all 2   7584.769855145554 
7 train elastogram residual mu_diff all 3   7486.343429316707 
7 train elastogram residual mu_diff all 4   10024.899752177153 
7 train elastogram residual mu_diff all 5   8910.670561124967 
7 train elastogram reference mu_true all all "<xarray.DataArray 'elastogram' ()> Size: 8B
array(14290650.18259529)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'mu_true'"   
7 train elastogram reference mu_true 1.0 all    
7 train elastogram reference mu_true 2.0 all  3205625360.7457643  
7 train elastogram reference mu_true 3.0 all  27052149.866971437  
7 train elastogram reference mu_true 4.0 all  5887737.94901611  
7 train elastogram reference mu_true 5.0 all  1317326.3449889477  
7 train elastogram reference mu_true 6.0 all  930774.2190823411  
7 train elastogram reference mu_true 7.0 all  373110.26991664956  
7 train elastogram reference mu_true 8.0 all  318738.2962869032  
7 train elastogram reference mu_true 9.0 all  188345.85649560567  
7 train elastogram reference mu_true 10.0 all  191645.00459403038  
7 train elastogram reference mu_true all 1   3052.8306835779963 
7 train elastogram reference mu_true all 2   10015.975997504951 
7 train elastogram reference mu_true all 3   10015.975997504951 
7 train elastogram reference mu_true all 4   10015.975997504951 
7 train elastogram reference mu_true all 5   10015.975997504951 
7 train direct model direct_pred all all "<xarray.DataArray 'direct' ()> Size: 8B
array(22452690.4484988)
Coordinates:
    frequency  int32 4B 90
    variable   <U11 44B 'direct_pred'"   "<xarray.DataArray 'direct' ()> Size: 8B
array(0.42874677)
Coordinates:
    frequency  int32 4B 90"
7 train direct model direct_pred 1.0 all    
7 train direct model direct_pred 2.0 all  4387397372.880142  
7 train direct model direct_pred 3.0 all  116833785.13921782  
7 train direct model direct_pred 4.0 all  34434609.07269123  
7 train direct model direct_pred 5.0 all  16806753.734280754  
7 train direct model direct_pred 6.0 all  9555542.252829911  
7 train direct model direct_pred 7.0 all  4810548.097777674  
7 train direct model direct_pred 8.0 all  3562649.8066109684  
7 train direct model direct_pred 9.0 all  2109646.8825986898  
7 train direct model direct_pred 10.0 all  1811572.079111452  
7 train direct model direct_pred all 1   3496.308162107902 
7 train direct model direct_pred all 2   9757.922760226036 
7 train direct model direct_pred all 3   8385.944868196711 
7 train direct model direct_pred all 4   3803.0802775146667 
7 train direct model direct_pred all 5   3415.1419997440953 
7 train direct residual direct_diff all all "<xarray.DataArray 'direct' ()> Size: 8B
array(7474921.20340743)
Coordinates:
    frequency  int32 4B 90
    variable   <U11 44B 'direct_diff'"   
7 train direct residual direct_diff 1.0 all    
7 train direct residual direct_diff 2.0 all  825458252.8449337  
7 train direct residual direct_diff 3.0 all  118197169.6960203  
7 train direct residual direct_diff 4.0 all  39606002.2841481  
